term1,term2,relation
espaçar,Facilidade do quarto,hypo
espaçar,Facilidade do banheiro,hypo
espaçar,Facilidade do banheiro,hypo
espaçar,Facilidade do banheiro,hypo
espaçar,Instalação Interna,hypo
banheiro,Facilidade do quarto,hypo
banheiro,Facilidade do banheiro,hypo
banheiro,Facilidade do banheiro,hypo
banheiro,Instalação Interna,hypo
iluminação,Facilidade do quarto,hypo
iluminação,Facilidade do quarto,hypo
iluminação,Facilidade do banheiro,hypo
iluminação,Facilidade do banheiro,hypo
confortar,Alojamento,hypo
confortar,Quarto,hypo
confortar,Quarto de hotel,hyper
confortar,Tipos de Quarto em Apartamentos,hyper
confortar,Quarto de albergue,hyper
confortar,Quarto,hyper
facilidade,Facilidade,hypo
facilidade,Pontos de interesse,hypo
facilidade,Pontos de interesse,hypo
facilidade,Pontos de interesse,hypo
facilidade,Facilidade,hyper
facilidade,Facilidades da Casa de Banho,hyper
facilidade,Instalação interna,hyper
facilidade,Facilidades do Quarto,hyper
facilidade,Acesso para Deficientes,hyper
facilidade,Instalação externa,hyper
facilidade,Motorista,hyper
facilidade,Instalação Externa,hypo
facilidade,Instalação Interna,hypo
jardim,Facilidade,hypo
jardim,Pontos de interesse,hypo
jardim,Pontos de interesse,hypo
jardim,Pontos de interesse,hypo
jardim,Facilidade,hyper
jardim,Facilidades da Casa de Banho,hyper
jardim,Instalação interna,hyper
jardim,Facilidades do Quarto,hyper
jardim,Acesso para Deficientes,hyper
jardim,Instalação externa,hyper
jardim,Motorista,hyper
jardim,Instalação Externa,hypo
pequeno,Endereço,hypo
pequeno,Endereço,hypo
pequeno,Service,hypo
maravilhoso,Endereço,hypo
maravilhoso,Endereço,hypo
maravilhoso,Categoria de hotéis,hypo
padaria,Facilidade,hypo
padaria,Pontos de interesse,hypo
padaria,Pontos de interesse,hypo
padaria,Facilidade,hyper
padaria,Facilidades da Casa de Banho,hyper
padaria,Instalação interna,hyper
padaria,Facilidades do Quarto,hyper
padaria,Acesso para Deficientes,hyper
padaria,Instalação externa,hyper
padaria,Motorista,hyper
padaria,Instalação Externa,hypo
padaria,Instalação Interna,hypo
distância,Endereço,hypo
distância,Endereço,hypo
distância,Facilidade,hypo
distância,Pontos de interesse,hypo
distância,Pontos de interesse,hypo
distância,Pontos de interesse,hypo
distância,Facilidade,hyper
distância,Facilidades da Casa de Banho,hyper
distância,Instalação interna,hyper
distância,Facilidades do Quarto,hyper
distância,Acesso para Deficientes,hyper
distância,Instalação externa,hyper
distância,Motorista,hyper
distância,Instalação Externa,hypo
quarteirão,Facilidade,hypo
quarteirão,Pontos de interesse,hypo
quarteirão,Pontos de interesse,hypo
quarteirão,Pontos de interesse,hypo
quarteirão,Facilidade,hyper
quarteirão,Facilidades da Casa de Banho,hyper
quarteirão,Instalação interna,hyper
quarteirão,Facilidades do Quarto,hyper
quarteirão,Acesso para Deficientes,hyper
quarteirão,Instalação externa,hyper
quarteirão,Motorista,hyper
quarteirão,Instalação Externa,hypo
apartamento,Alojamento,hypo
elevador,Instalação Interna,hypo
elevador,Instalação Interna,hypo
excelente,Endereço,hypo
excelente,Endereço,hypo
excelente,Service,hypo
excelente,Categoria de hotéis,hypo
estações_de_metro,Facilidade,hypo
estações_de_metro,Pontos de interesse,hypo
estações_de_metro,Pontos de interesse,hypo
estações_de_metro,Pontos de interesse,hypo
estações_de_metro,Facilidade,hyper
estações_de_metro,Facilidades da Casa de Banho,hyper
estações_de_metro,Instalação interna,hyper
estações_de_metro,Facilidades do Quarto,hyper
estações_de_metro,Acesso para Deficientes,hyper
estações_de_metro,Instalação externa,hyper
estações_de_metro,Motorista,hyper
estações_de_metro,Instalação Externa,hypo
canal,Service,hypo
canal,Facilidade do banheiro,hypo
canal,Instalação Interna,hypo
canal,Lavanderia,hypo
canal,Cuarto de lavado,hyper
canal,Servicios de lavandería,hyper
canal,Lavanderia,hyper
duchar,Facilidade do quarto,hypo
duchar,Facilidade do quarto,hypo
duchar,Facilidade do banheiro,hypo
duchar,Facilidade do banheiro,hypo
duchar,Instalação Interna,hypo
localização,Alojamento,hypo
mercar,Instalação Interna,hypo
vinho,Refeição,hypo
vinho,Refeição,hyper
vinho,Café da Manhã,hyper
vinho,Almoço,hyper
vinho,Jantar,hyper
vinho,Instalação Interna,hypo
vinho,Lavanderia,hypo
vinho,Cuarto de lavado,hyper
vinho,Servicios de lavandería,hyper
vinho,Lavanderia,hyper
arar,Service,hypo
arar,Service,hypo
arar,Instalação Interna,hypo
arar,Lavanderia,hypo
arar,Cuarto de lavado,hyper
arar,Servicios de lavandería,hyper
arar,Lavanderia,hyper
atracão,Endereço,hypo
atracão,Endereço,hypo
atracão,Pontos de interesse,hypo
atracão,Categoria de hotéis,hypo
mesa,Facilidade do quarto,hypo
mesa,Facilidade do banheiro,hypo
variedade,Refeição,hypo
malo,Instalação Interna,hypo
malo,Instalação Interna,hypo
família,Tipo de hóspede,hypo
família,Família,hypo
família,Família,hyper
família,Família com Filhos Mais Jovens,hyper
família,Família com Filhos Mais Velhos,hyper
família,Família Grande,hyper
charme,Facilidade,hypo
charme,Pontos de interesse,hypo
charme,Pontos de interesse,hypo
charme,Facilidade,hyper
charme,Facilidades da Casa de Banho,hyper
charme,Instalação interna,hyper
charme,Facilidades do Quarto,hyper
charme,Acesso para Deficientes,hyper
charme,Instalação externa,hyper
charme,Motorista,hyper
charme,Categoria de hotéis,hypo
super,Categoria de hotéis,hypo
filar,Horário,hypo
filar,Horário do Restaurante,hyper
filar,Horário do Spa,hyper
filar,Horário da Piscina Externa,hyper
filar,Horário da Piscina Coberta,hyper
filar,Horário,hyper
ótimas,Facilidade,hypo
ótimas,Pontos de interesse,hypo
ótimas,Facilidade,hyper
ótimas,Facilidades da Casa de Banho,hyper
ótimas,Instalação interna,hyper
ótimas,Facilidades do Quarto,hyper
ótimas,Acesso para Deficientes,hyper
ótimas,Instalação externa,hyper
ótimas,Motorista,hyper
tranquilo,Facilidade,hypo
tranquilo,Pontos de interesse,hypo
tranquilo,Pontos de interesse,hypo
tranquilo,Pontos de interesse,hypo
tranquilo,Facilidade,hyper
tranquilo,Facilidades da Casa de Banho,hyper
tranquilo,Instalação interna,hyper
tranquilo,Facilidades do Quarto,hyper
tranquilo,Acesso para Deficientes,hyper
tranquilo,Instalação externa,hyper
tranquilo,Motorista,hyper
tranquilo,Instalação Externa,hypo
ponto,Facilidade,hypo
ponto,Pontos de interesse,hypo
ponto,Pontos de interesse,hypo
ponto,Pontos de interesse,hypo
ponto,Facilidade,hyper
ponto,Facilidades da Casa de Banho,hyper
ponto,Instalação interna,hyper
ponto,Facilidades do Quarto,hyper
ponto,Acesso para Deficientes,hyper
ponto,Instalação externa,hyper
ponto,Motorista,hyper
ponto,Instalação Externa,hypo
momento,Horário,hypo
momento,Horário do Restaurante,hyper
momento,Horário do Spa,hyper
momento,Horário da Piscina Externa,hyper
momento,Horário da Piscina Coberta,hyper
momento,Horário,hyper
tamanho,Facilidade do quarto,hypo
tamanho,Facilidade do quarto,hypo
tamanho,Facilidade do banheiro,hypo
tamanho,Instalação Interna,hypo
luxar,Alojamento,hypo
luxar,Hotel,hypo
luxar,Hotel cápsula,hyper
luxar,Hotel casa da árvore,hyper
luxar,Hotel de gelo,hyper
luxar,Hotel Casamata,hyper
luxar,Hotel,hyper
luxar,Hotel aquático,hyper
luxar,Hotel adega,hyper
necessidade,Service,hypo
e_com_certeza,Endereço,hypo
e_com_certeza,Endereço,hypo
e_com_certeza,Categoria de hotéis,hypo
metro,Instalação Externa,hypo
variar,Refeição,hypo
variar,Refeição,hyper
variar,Café da Manhã,hyper
variar,Almoço,hyper
variar,Jantar,hyper
disposição,Service,hypo
quartilhar,Facilidade,hypo
quartilhar,Pontos de interesse,hypo
quartilhar,Pontos de interesse,hypo
quartilhar,Facilidade,hyper
quartilhar,Facilidades da Casa de Banho,hyper
quartilhar,Instalação interna,hyper
quartilhar,Facilidades do Quarto,hyper
quartilhar,Acesso para Deficientes,hyper
quartilhar,Instalação externa,hyper
quartilhar,Motorista,hyper
quartilhar,Categoria de hotéis,hypo
qualidade,Categoria de hotéis,hypo
expectativa,Alojamento,hypo
expectativa,Alojamento,hypo
expectativa,Hotel,hypo
expectativa,Hotel cápsula,hyper
expectativa,Hotel casa da árvore,hyper
expectativa,Hotel de gelo,hyper
expectativa,Hotel Casamata,hyper
expectativa,Hotel,hyper
expectativa,Hotel aquático,hyper
expectativa,Hotel adega,hyper
estação,Instalação Externa,hypo
rir,Pontos de interesse,hypo
rir,Categoria de hotéis,hypo
amigo,Categoria de hotéis,hypo
instalação,Alojamento,hypo
e_a_localização,Endereço,hypo
e_a_localização,Endereço,hypo
e_a_localização,Service,hypo
e_a_localização,Categoria de hotéis,hypo
duvidar,Categoria de hotéis,hypo
shopping,Endereço,hypo
shopping,Endereço,hypo
shopping,Refeição,hypo
novembro,Endereço,hypo
novembro,Endereço,hypo
sinal,Horário,hypo
sinal,Horário do Restaurante,hyper
sinal,Horário do Spa,hyper
sinal,Horário da Piscina Externa,hyper
sinal,Horário da Piscina Coberta,hyper
sinal,Horário,hyper
relação,Preço,hypo
relação,Preço,hyper
relação,Preço do Quarto,hyper
relação,Preço do Estacionamento,hyper
relação,Preço do Café,hyper
relação,Preço da Internet,hyper
relação,Preço do Berço,hyper
relação,Preço do Restaurante,hyper
relação,Preço do Bar,hyper
relação,Preço do Café da Manhã,hyper
portar,Instalação Interna,hypo
final,Endereço,hypo
final,Endereço,hypo
final,Service,hypo
final,Service,hypo
velocidade,Service,hypo
domingo,Endereço,hypo
domingo,Endereço,hypo
domingo,Service,hypo
domingo,Categoria de hotéis,hypo
tripartidismo,Endereço,hypo
tripartidismo,Endereço,hypo
tripartidismo,Categoria de hotéis,hypo
refeição,Refeição,hypo
refeição,Refeição,hyper
refeição,Café da Manhã,hyper
refeição,Almoço,hyper
refeição,Jantar,hyper
quarto_é_pequeno,Service,hypo
quarto_é_pequeno,Instalação Interna,hypo
quarto_é_pequeno,Lavanderia,hypo
quarto_é_pequeno,Cuarto de lavado,hyper
quarto_é_pequeno,Servicios de lavandería,hyper
quarto_é_pequeno,Lavanderia,hyper
café,Refeição,hypo
mercadinho,Instalação Interna,hypo
mercadinho,Lavanderia,hypo
mercadinho,Cuarto de lavado,hyper
mercadinho,Servicios de lavandería,hyper
mercadinho,Lavanderia,hyper
net,Endereço,hypo
net,Endereço,hypo
net,Service,hypo
net,Categoria de hotéis,hypo
dinheiro,Horário,hypo
dinheiro,Horário do Restaurante,hyper
dinheiro,Horário do Spa,hyper
dinheiro,Horário da Piscina Externa,hyper
dinheiro,Horário da Piscina Coberta,hyper
dinheiro,Horário,hyper
graça,Service,hypo
linha,Instalação Externa,hypo
a_0_quadras,Pontos de interesse,hypo
a_0_quadras,Categoria de hotéis,hypo
boutique,Service,hypo
boutique,Categoria de hotéis,hypo
nível,Categoria de hotéis,hypo
pão,Refeição,hypo
água,Facilidade do quarto,hypo
táxi,Pontos de interesse,hypo
museu,Endereço,hypo
museu,Endereço,hypo
museu,Facilidade,hypo
museu,Pontos de interesse,hypo
museu,Pontos de interesse,hypo
museu,Pontos de interesse,hypo
museu,Facilidade,hyper
museu,Facilidades da Casa de Banho,hyper
museu,Instalação interna,hyper
museu,Facilidades do Quarto,hyper
museu,Acesso para Deficientes,hyper
museu,Instalação externa,hyper
museu,Motorista,hyper
museu,Instalação Externa,hypo
centrar,Facilidade,hypo
centrar,Pontos de interesse,hypo
centrar,Pontos de interesse,hypo
centrar,Pontos de interesse,hypo
centrar,Facilidade,hyper
centrar,Facilidades da Casa de Banho,hyper
centrar,Instalação interna,hyper
centrar,Facilidades do Quarto,hyper
centrar,Acesso para Deficientes,hyper
centrar,Instalação externa,hyper
centrar,Motorista,hyper
centrar,Instalação Externa,hypo
box,Facilidade do quarto,hypo
box,Facilidade do quarto,hypo
box,Facilidade do banheiro,hypo
box,Facilidade do banheiro,hypo
box,Facilidade do banheiro,hypo
box,Instalação Interna,hypo
chão,Facilidade do quarto,hypo
chão,Facilidade do banheiro,hypo
chão,Instalação Interna,hypo
bonito,Service,hypo
cama,Facilidade do quarto,hypo
cama,Facilidade do banheiro,hypo
cama,Facilidade do banheiro,hypo
cama,Instalação Interna,hypo
lençol,Tipo de hóspede,hypo
lençol,Facilidade do quarto,hypo
lençol,Facilidade do quarto,hypo
lençol,Facilidade do banheiro,hypo
lençol,Facilidade do banheiro,hypo
lençol,Facilidade do banheiro,hypo
lençol,Casal,hypo
lençol,Casal Jovem,hyper
lençol,Casal,hyper
lençol,Casal Maduro,hyper
quarto_e_banheiro,Service,hypo
quarto_e_banheiro,Service,hypo
quarto_e_banheiro,Instalação Interna,hypo
quarto_e_banheiro,Lavanderia,hypo
quarto_e_banheiro,Cuarto de lavado,hyper
quarto_e_banheiro,Servicios de lavandería,hyper
quarto_e_banheiro,Lavanderia,hyper
café_da_manha,Categoria de hotéis,hypo
toalha,Facilidade do quarto,hypo
toalha,Facilidade do quarto,hypo
toalha,Facilidade do banheiro,hypo
toalha,Facilidade do banheiro,hypo
peno,Preço,hypo
peno,Preço,hyper
peno,Preço do Quarto,hyper
peno,Preço do Estacionamento,hyper
peno,Preço do Café,hyper
peno,Preço da Internet,hyper
peno,Preço do Berço,hyper
peno,Preço do Restaurante,hyper
peno,Preço do Bar,hyper
peno,Preço do Café da Manhã,hyper
geleia,Refeição,hypo
classificar,Endereço,hypo
classificar,Endereço,hypo
classificar,Service,hypo
classificar,Categoria de hotéis,hypo
apoiar,Service,hypo
apoiar,Facilidade do quarto,hypo
apoiar,Facilidade do banheiro,hypo
dia,Horário,hypo
dia,Horário do Restaurante,hyper
dia,Horário do Spa,hyper
dia,Horário da Piscina Externa,hyper
dia,Horário da Piscina Coberta,hyper
dia,Horário,hyper
padrão,Categoria de hotéis,hypo
gentil,Alojamento,hypo
dúvida,Alojamento,hypo
dúvida,Hotel,hypo
dúvida,Hotel cápsula,hyper
dúvida,Hotel casa da árvore,hyper
dúvida,Hotel de gelo,hyper
dúvida,Hotel Casamata,hyper
dúvida,Hotel,hyper
dúvida,Hotel aquático,hyper
dúvida,Hotel adega,hyper
noto,Alojamento,hypo
locar,Endereço,hypo
locar,Endereço,hypo
locar,Pontos de interesse,hypo
locar,Pontos de interesse,hypo
locar,Categoria de hotéis,hypo
passagem,Endereço,hypo
passagem,Endereço,hypo
sala,Facilidade do quarto,hypo
sala,Facilidade do banheiro,hypo
sala,Facilidade do banheiro,hypo
sala,Instalação Interna,hypo
hóspede,Horário,hypo
hóspede,Horário do Restaurante,hyper
hóspede,Horário do Spa,hyper
hóspede,Horário da Piscina Externa,hyper
hóspede,Horário da Piscina Coberta,hyper
hóspede,Horário,hyper
horar,Horário,hypo
horar,Horário do Restaurante,hyper
horar,Horário do Spa,hyper
horar,Horário da Piscina Externa,hyper
horar,Horário da Piscina Coberta,hyper
horar,Horário,hyper
mapa,Endereço,hypo
mapa,Endereço,hypo
mapa,Categoria de hotéis,hypo
pro,Endereço,hypo
pro,Endereço,hypo
pro,Refeição,hypo
eleenses,Facilidade,hypo
eleenses,Pontos de interesse,hypo
eleenses,Pontos de interesse,hypo
eleenses,Facilidade,hyper
eleenses,Facilidades da Casa de Banho,hyper
eleenses,Instalação interna,hyper
eleenses,Facilidades do Quarto,hyper
eleenses,Acesso para Deficientes,hyper
eleenses,Instalação externa,hyper
eleenses,Motorista,hyper
eleenses,Categoria de hotéis,hypo
dependência,Service,hypo
dependência,Service,hypo
higiene,Service,hypo
higiene,Service,hypo
higiene,Instalação Interna,hypo
higiene,Lavanderia,hypo
higiene,Cuarto de lavado,hyper
higiene,Servicios de lavandería,hyper
higiene,Lavanderia,hyper
loja,Pontos de interesse,hypo
loja,Pontos de interesse,hypo
loja,Instalação Interna,hypo
perto,Facilidade,hypo
perto,Pontos de interesse,hypo
perto,Pontos de interesse,hypo
perto,Facilidade,hyper
perto,Facilidades da Casa de Banho,hyper
perto,Instalação interna,hyper
perto,Facilidades do Quarto,hyper
perto,Acesso para Deficientes,hyper
perto,Instalação externa,hyper
perto,Motorista,hyper
perto,Instalação Externa,hypo
perto,Instalação Interna,hypo
produto,Facilidade do quarto,hypo
separar,Facilidade do quarto,hypo
separar,Facilidade do quarto,hypo
separar,Facilidade do quarto,hypo
separar,Facilidade do banheiro,hypo
separar,Facilidade do banheiro,hypo
separar,Facilidade do banheiro,hypo
separar,Instalação Interna,hypo
extra,Facilidade do banheiro,hypo
prato,Service,hypo
ruim,Endereço,hypo
ruim,Endereço,hypo
ruim,Service,hypo
vantagem,Instalação Interna,hypo
vantagem,Lavanderia,hypo
vantagem,Cuarto de lavado,hyper
vantagem,Servicios de lavandería,hyper
vantagem,Lavanderia,hyper
moderno,Service,hypo
moderno,Service,hypo
horário,Horário,hypo
horário,Horário do Restaurante,hyper
horário,Horário do Spa,hyper
horário,Horário da Piscina Externa,hyper
horário,Horário da Piscina Coberta,hyper
horário,Horário,hyper
papel,Horário,hypo
papel,Horário do Restaurante,hyper
papel,Horário do Spa,hyper
papel,Horário da Piscina Externa,hyper
papel,Horário da Piscina Coberta,hyper
papel,Horário,hyper
atrações,Endereço,hypo
atrações,Endereço,hypo
atrações,Facilidade,hypo
atrações,Pontos de interesse,hypo
atrações,Pontos de interesse,hypo
atrações,Facilidade,hyper
atrações,Facilidades da Casa de Banho,hyper
atrações,Instalação interna,hyper
atrações,Facilidades do Quarto,hyper
atrações,Acesso para Deficientes,hyper
atrações,Instalação externa,hyper
atrações,Motorista,hyper
agitação,Endereço,hypo
agitação,Endereço,hypo
agitação,Pontos de interesse,hypo
agitação,Service,hypo
agitação,Instalação Interna,hypo
agitação,Lavanderia,hypo
agitação,Cuarto de lavado,hyper
agitação,Servicios de lavandería,hyper
agitação,Lavanderia,hyper
tratamento,Service,hypo
mundo,Endereço,hypo
mundo,Endereço,hypo
mundo,Categoria de hotéis,hypo
cassino,Instalação Externa,hypo
cassino,Instalação Interna,hypo
cassino,Instalação Interna,hypo
reclamação,Horário,hypo
reclamação,Horário do Restaurante,hyper
reclamação,Horário do Spa,hyper
reclamação,Horário da Piscina Externa,hyper
reclamação,Horário da Piscina Coberta,hyper
reclamação,Horário,hyper
agitar,Endereço,hypo
agitar,Endereço,hypo
agitar,Pontos de interesse,hypo
agitar,Pontos de interesse,hypo
agitar,Pontos de interesse,hypo
agitar,Categoria de hotéis,hypo
lanche,Service,hypo
lanche,Instalação Interna,hypo
lanche,Lavanderia,hypo
lanche,Cuarto de lavado,hyper
lanche,Servicios de lavandería,hyper
lanche,Lavanderia,hyper
trem,Pontos de interesse,hypo
tranquilidade,Endereço,hypo
tranquilidade,Endereço,hypo
tranquilidade,Service,hypo
tranquilidade,Categoria de hotéis,hypo
louça,Facilidade do quarto,hypo
louça,Facilidade do banheiro,hypo
louça,Facilidade do banheiro,hypo
estacionamento,Instalação Externa,hypo
estacionamento,Instalação Interna,hypo
estacionamento,Instalação Interna,hypo
chequezinho,Horário,hypo
chequezinho,Horário do Restaurante,hyper
chequezinho,Horário do Spa,hyper
chequezinho,Horário da Piscina Externa,hyper
chequezinho,Horário da Piscina Coberta,hyper
chequezinho,Horário,hyper
senha,Horário,hypo
senha,Horário do Restaurante,hyper
senha,Horário do Spa,hyper
senha,Horário da Piscina Externa,hyper
senha,Horário da Piscina Coberta,hyper
senha,Horário,hyper
cortesia,Service,hypo
queneu,Tipo de hóspede,hypo
queneu,Facilidade do quarto,hypo
queneu,Facilidade do quarto,hypo
queneu,Facilidade do banheiro,hypo
queneu,Facilidade do banheiro,hypo
queneu,Quarto de hotel,hypo
queneu,Casal,hypo
queneu,Casal Jovem,hyper
queneu,Casal,hyper
queneu,Casal Maduro,hyper
TV,Facilidade do quarto,hypo
TV,Facilidade do banheiro,hypo
TV,Facilidade do banheiro,hypo
TV,Facilidade do banheiro,hypo
pio,Facilidade do quarto,hypo
pio,Facilidade do quarto,hypo
pio,Facilidade do quarto,hypo
pio,Facilidade do banheiro,hypo
pio,Facilidade do banheiro,hypo
pio,Facilidade do banheiro,hypo
pio,Facilidade do banheiro,hypo
pio,Instalação Interna,hypo
travesseiro,Tipo de hóspede,hypo
travesseiro,Facilidade do quarto,hypo
travesseiro,Facilidade do quarto,hypo
travesseiro,Facilidade do banheiro,hypo
travesseiro,Facilidade do banheiro,hypo
travesseiro,Facilidade do banheiro,hypo
travesseiro,Quarto de hotel,hypo
travesseiro,Casal,hypo
travesseiro,Casal Jovem,hyper
travesseiro,Casal,hyper
travesseiro,Casal Maduro,hyper
estruturar,Service,hypo
roubar,Horário,hypo
roubar,Horário do Restaurante,hyper
roubar,Horário do Spa,hyper
roubar,Horário da Piscina Externa,hyper
roubar,Horário da Piscina Coberta,hyper
roubar,Horário,hyper
pertencer,Horário,hypo
pertencer,Horário do Restaurante,hyper
pertencer,Horário do Spa,hyper
pertencer,Horário da Piscina Externa,hyper
pertencer,Horário da Piscina Coberta,hyper
pertencer,Horário,hyper
país,Endereço,hypo
país,Endereço,hypo
país,Categoria de hotéis,hypo
kung,Facilidade do quarto,hypo
kung,Facilidade do banheiro,hypo
kung,Facilidade do banheiro,hypo
kung,Quarto de hotel,hypo
de_bom_gosto,Service,hypo
de_bom_gosto,Service,hypo
de_bom_gosto,Instalação Interna,hypo
de_bom_gosto,Lavanderia,hypo
de_bom_gosto,Cuarto de lavado,hyper
de_bom_gosto,Servicios de lavandería,hyper
de_bom_gosto,Lavanderia,hyper
item,Service,hypo
controlo,Facilidade do quarto,hypo
controlo,Facilidade do quarto,hypo
