term1,term2,relation
charme,teatro,synonym
charme,facilidade,synonym
charme,facilidade,synonym
charme,facilidade,synonym
charme,facilidade,synonym
charme,facilidade,synonym
charme,facilidade,synonym
charme,facilidade,synonym
charme,turista,synonym
super,turista,synonym
filar,horário,synonym
filar,horário,synonym
filar,horário,synonym
filar,horário,synonym
filar,horário,synonym
filar,horário,synonym
ótimas,facilidade,synonym
ótimas,teatro,synonym
ótimas,facilidade,synonym
ótimas,facilidade,synonym
ótimas,facilidade,synonym
ótimas,facilidade,synonym
ótimas,facilidade,synonym
ótimas,facilidade,synonym
ótimas,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,museu,synonym
tranquilo,igreja,synonym
tranquilo,teatro,synonym
tranquilo,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,facilidade,synonym
tranquilo,jardim,synonym
ponto,facilidade,synonym
ponto,museu,synonym
ponto,igreja,synonym
ponto,teatro,synonym
ponto,facilidade,synonym
ponto,facilidade,synonym
ponto,facilidade,synonym
ponto,facilidade,synonym
ponto,facilidade,synonym
ponto,facilidade,synonym
ponto,facilidade,synonym
ponto,jardim,synonym
momento,horário,synonym
momento,horário,synonym
momento,horário,synonym
momento,horário,synonym
momento,horário,synonym
momento,horário,synonym
tamanho,cama,synonym
tamanho,travesseiro,synonym
tamanho,banheira,synonym
tamanho,banheiro,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
luxar,hotel,synonym
necessidade,serviço_de_quarto,synonym
e_com_certeza,país,synonym
e_com_certeza,país,synonym
e_com_certeza,turista,synonym
metro,jardim,synonym
variar,refeição,synonym
variar,refeição,synonym
variar,refeição,synonym
variar,refeição,synonym
variar,refeição,synonym
disposição,serviço_de_limpeza,synonym
quartilhar,facilidade,synonym
quartilhar,museu,synonym
quartilhar,igreja,synonym
quartilhar,facilidade,synonym
quartilhar,facilidade,synonym
quartilhar,facilidade,synonym
quartilhar,facilidade,synonym
quartilhar,facilidade,synonym
quartilhar,facilidade,synonym
quartilhar,facilidade,synonym
quartilhar,turista,synonym
qualidade,padrão,synonym
expectativa,acomodação,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
expectativa,hotel,synonym
estação,jardim,synonym
rir,igreja,synonym
rir,turista,synonym
amigo,turista,synonym
instalação,acomodação,synonym
e_a_localização,país,synonym
e_a_localização,país,synonym
e_a_localização,serviço_de_quarto,synonym
e_a_localização,turista,synonym
duvidar,turista,synonym
shopping,país,synonym
shopping,país,synonym
shopping,jantar,synonym
novembro,país,synonym
novembro,país,synonym
sinal,horário,synonym
sinal,horário,synonym
sinal,horário,synonym
sinal,horário,synonym
sinal,horário,synonym
sinal,horário,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
relação,preço,synonym
portar,corredor,synonym
final,país,synonym
final,país,synonym
final,serviço_de_limpeza,synonym
final,serviço_de_quarto,synonym
velocidade,serviço_de_limpeza,synonym
domingo,país,synonym
domingo,país,synonym
domingo,serviço_de_quarto,synonym
domingo,turista,synonym
tripartidismo,país,synonym
tripartidismo,país,synonym
tripartidismo,turista,synonym
refeição,refeição,synonym
refeição,refeição,synonym
refeição,refeição,synonym
refeição,refeição,synonym
refeição,refeição,synonym
quarto_é_pequeno,serviço_de_limpeza,synonym
quarto_é_pequeno,lavanderia,synonym
quarto_é_pequeno,lavanderia,synonym
quarto_é_pequeno,lavanderia,synonym
quarto_é_pequeno,lavanderia,synonym
quarto_é_pequeno,lavanderia,synonym
café,café_da_manhã,synonym
mercadinho,lavanderia,synonym
mercadinho,lavanderia,synonym
mercadinho,lavanderia,synonym
mercadinho,lavanderia,synonym
mercadinho,lavanderia,synonym
net,país,synonym
net,país,synonym
net,serviço_de_quarto,synonym
net,turista,synonym
dinheiro,horário,synonym
dinheiro,horário,synonym
dinheiro,horário,synonym
dinheiro,horário,synonym
dinheiro,horário,synonym
dinheiro,horário,synonym
graça,serviço_de_limpeza,synonym
linha,jardim,synonym
a_0_quadras,igreja,synonym
a_0_quadras,turista,synonym
boutique,serviço_de_quarto,synonym
boutique,turista,synonym
nível,turista,synonym
pão,café_da_manhã,synonym
água,frigobar,synonym
táxi,aeroporto,synonym
museu,cidade,synonym
museu,cidade,synonym
museu,facilidade,synonym
museu,museu,synonym
museu,igreja,synonym
museu,teatro,synonym
museu,facilidade,synonym
museu,facilidade,synonym
museu,facilidade,synonym
museu,facilidade,synonym
museu,facilidade,synonym
museu,facilidade,synonym
museu,facilidade,synonym
museu,jardim,synonym
centrar,facilidade,synonym
centrar,museu,synonym
centrar,igreja,synonym
centrar,teatro,synonym
centrar,facilidade,synonym
centrar,facilidade,synonym
centrar,facilidade,synonym
centrar,facilidade,synonym
centrar,facilidade,synonym
centrar,facilidade,synonym
centrar,facilidade,synonym
centrar,jardim,synonym
box,travesseiro,synonym
box,colchão,synonym
box,chuveiro,synonym
box,banheira,synonym
box,toalha,synonym
box,banheiro,synonym
chão,colchão,synonym
chão,toalha,synonym
chão,corredor,synonym
bonito,serviço_de_quarto,synonym
cama,cama,synonym
cama,chuveiro,synonym
cama,banheira,synonym
cama,banheiro,synonym
lençol,casal,synonym
lençol,travesseiro,synonym
lençol,colchão,synonym
lençol,banheira,synonym
lençol,toalha,synonym
lençol,casa_de_banho,synonym
lençol,casal,synonym
lençol,casal,synonym
lençol,casal,synonym
lençol,casal,synonym
quarto_e_banheiro,serviço_de_limpeza,synonym
quarto_e_banheiro,serviço_de_quarto,synonym
quarto_e_banheiro,lavanderia,synonym
quarto_e_banheiro,lavanderia,synonym
quarto_e_banheiro,lavanderia,synonym
quarto_e_banheiro,lavanderia,synonym
quarto_e_banheiro,lavanderia,synonym
café_da_manha,padrão,synonym
toalha,travesseiro,synonym
toalha,colchão,synonym
toalha,banheira,synonym
toalha,toalha,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
peno,preço,synonym
geleia,café_da_manhã,synonym
classificar,país,synonym
classificar,país,synonym
classificar,serviço_de_quarto,synonym
classificar,turista,synonym
apoiar,serviço_de_limpeza,synonym
apoiar,travesseiro,synonym
apoiar,casa_de_banho,synonym
dia,horário,synonym
dia,horário,synonym
dia,horário,synonym
dia,horário,synonym
dia,horário,synonym
dia,horário,synonym
padrão,padrão,synonym
gentil,acomodação,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
dúvida,hotel,synonym
noto,acomodação,synonym
locar,país,synonym
locar,país,synonym
locar,museu,synonym
locar,igreja,synonym
locar,turista,synonym
passagem,país,synonym
passagem,país,synonym
sala,cama,synonym
sala,chuveiro,synonym
sala,banheira,synonym
sala,banheiro,synonym
hóspede,horário,synonym
hóspede,horário,synonym
hóspede,horário,synonym
hóspede,horário,synonym
hóspede,horário,synonym
hóspede,horário,synonym
horar,horário,synonym
horar,horário,synonym
horar,horário,synonym
horar,horário,synonym
horar,horário,synonym
horar,horário,synonym
mapa,país,synonym
mapa,país,synonym
mapa,turista,synonym
pro,país,synonym
pro,país,synonym
pro,jantar,synonym
eleenses,facilidade,synonym
eleenses,museu,synonym
eleenses,igreja,synonym
eleenses,facilidade,synonym
eleenses,facilidade,synonym
eleenses,facilidade,synonym
eleenses,facilidade,synonym
eleenses,facilidade,synonym
eleenses,facilidade,synonym
eleenses,facilidade,synonym
eleenses,turista,synonym
dependência,serviço_de_limpeza,synonym
dependência,serviço_de_quarto,synonym
higiene,serviço_de_limpeza,synonym
higiene,serviço_de_quarto,synonym
higiene,lavanderia,synonym
higiene,lavanderia,synonym
higiene,lavanderia,synonym
higiene,lavanderia,synonym
higiene,lavanderia,synonym
loja,museu,synonym
loja,teatro,synonym
loja,restaurante,synonym
perto,facilidade,synonym
perto,museu,synonym
perto,teatro,synonym
perto,facilidade,synonym
perto,facilidade,synonym
perto,facilidade,synonym
perto,facilidade,synonym
perto,facilidade,synonym
perto,facilidade,synonym
perto,facilidade,synonym
perto,jardim,synonym
perto,restaurante,synonym
produto,frigobar,synonym
separar,cama,synonym
separar,travesseiro,synonym
separar,colchão,synonym
separar,chuveiro,synonym
separar,banheira,synonym
separar,toalha,synonym
separar,banheiro,synonym
extra,casa_de_banho,synonym
prato,serviço_de_limpeza,synonym
ruim,país,synonym
ruim,país,synonym
ruim,serviço_de_quarto,synonym
vantagem,lavanderia,synonym
vantagem,lavanderia,synonym
vantagem,lavanderia,synonym
vantagem,lavanderia,synonym
vantagem,lavanderia,synonym
moderno,serviço_de_limpeza,synonym
moderno,serviço_de_quarto,synonym
horário,horário,synonym
horário,horário,synonym
horário,horário,synonym
horário,horário,synonym
horário,horário,synonym
horário,horário,synonym
papel,horário,synonym
papel,horário,synonym
papel,horário,synonym
papel,horário,synonym
papel,horário,synonym
papel,horário,synonym
atrações,cidade,synonym
atrações,cidade,synonym
atrações,facilidade,synonym
atrações,museu,synonym
atrações,teatro,synonym
atrações,facilidade,synonym
atrações,facilidade,synonym
atrações,facilidade,synonym
atrações,facilidade,synonym
atrações,facilidade,synonym
atrações,facilidade,synonym
atrações,facilidade,synonym
agitação,país,synonym
agitação,país,synonym
agitação,igreja,synonym
agitação,serviço_de_quarto,synonym
agitação,lavanderia,synonym
agitação,lavanderia,synonym
agitação,lavanderia,synonym
agitação,lavanderia,synonym
agitação,lavanderia,synonym
tratamento,serviço_de_quarto,synonym
mundo,país,synonym
mundo,país,synonym
mundo,turista,synonym
cassino,estacionamento,synonym
cassino,estacionamento,synonym
cassino,cassino,synonym
reclamação,horário,synonym
reclamação,horário,synonym
reclamação,horário,synonym
reclamação,horário,synonym
reclamação,horário,synonym
reclamação,horário,synonym
agitar,cidade,synonym
agitar,cidade,synonym
agitar,museu,synonym
agitar,igreja,synonym
agitar,parque,synonym
agitar,turista,synonym
lanche,serviço_de_limpeza,synonym
lanche,lavanderia,synonym
lanche,lavanderia,synonym
lanche,lavanderia,synonym
lanche,lavanderia,synonym
lanche,lavanderia,synonym
trem,museu,synonym
tranquilidade,país,synonym
tranquilidade,país,synonym
tranquilidade,serviço_de_quarto,synonym
tranquilidade,turista,synonym
louça,frigobar,synonym
louça,chuveiro,synonym
louça,banheira,synonym
estacionamento,estacionamento,synonym
estacionamento,estacionamento,synonym
estacionamento,cassino,synonym
chequezinho,horário,synonym
chequezinho,horário,synonym
chequezinho,horário,synonym
chequezinho,horário,synonym
chequezinho,horário,synonym
chequezinho,horário,synonym
senha,horário,synonym
senha,horário,synonym
senha,horário,synonym
senha,horário,synonym
senha,horário,synonym
senha,horário,synonym
cortesia,serviço_de_limpeza,synonym
queneu,casal,synonym
queneu,travesseiro,synonym
queneu,colchão,synonym
queneu,banheira,synonym
queneu,casa_de_banho,synonym
queneu,suíte,synonym
queneu,casal,synonym
queneu,casal,synonym
queneu,casal,synonym
queneu,casal,synonym
TV,frigobar,synonym
TV,chuveiro,synonym
TV,banheira,synonym
TV,toalha,synonym
pio,cama,synonym
pio,travesseiro,synonym
pio,colchão,synonym
pio,chuveiro,synonym
pio,banheira,synonym
pio,toalha,synonym
pio,casa_de_banho,synonym
pio,banheiro,synonym
travesseiro,casal,synonym
travesseiro,travesseiro,synonym
travesseiro,colchão,synonym
travesseiro,banheira,synonym
travesseiro,toalha,synonym
travesseiro,casa_de_banho,synonym
travesseiro,suíte,synonym
travesseiro,casal,synonym
travesseiro,casal,synonym
travesseiro,casal,synonym
travesseiro,casal,synonym
estruturar,serviço_de_quarto,synonym
roubar,horário,synonym
roubar,horário,synonym
roubar,horário,synonym
roubar,horário,synonym
roubar,horário,synonym
roubar,horário,synonym
pertencer,horário,synonym
pertencer,horário,synonym
pertencer,horário,synonym
pertencer,horário,synonym
pertencer,horário,synonym
pertencer,horário,synonym
país,país,synonym
país,país,synonym
país,turista,synonym
kung,travesseiro,synonym
kung,banheira,synonym
kung,casa_de_banho,synonym
kung,suíte,synonym
de_bom_gosto,serviço_de_limpeza,synonym
de_bom_gosto,serviço_de_quarto,synonym
de_bom_gosto,lavanderia,synonym
de_bom_gosto,lavanderia,synonym
de_bom_gosto,lavanderia,synonym
de_bom_gosto,lavanderia,synonym
de_bom_gosto,lavanderia,synonym
item,serviço_de_limpeza,synonym
controlo,travesseiro,synonym
controlo,colchão,synonym
controlo,toalha,synonym
controlo,casa_de_banho,synonym
desá,país,synonym
desá,país,synonym
desá,serviço_de_limpeza,synonym
desá,serviço_de_quarto,synonym
pacote,horário,synonym
pacote,horário,synonym
pacote,horário,synonym
pacote,horário,synonym
pacote,horário,synonym
pacote,horário,synonym
seguro,país,synonym
seguro,país,synonym
seguro,igreja,synonym
seguro,turista,synonym
sistema,horário,synonym
sistema,horário,synonym
sistema,horário,synonym
sistema,horário,synonym
sistema,horário,synonym
sistema,horário,synonym
ofertar,país,synonym
ofertar,país,synonym
ofertar,serviço_de_quarto,synonym
ofertar,turista,synonym
diversão,país,synonym
diversão,país,synonym
circular,país,synonym
circular,país,synonym
casino,país,synonym
casino,país,synonym
show,parque,synonym
vidrar,casal,synonym
vidrar,travesseiro,synonym
vidrar,colchão,synonym
vidrar,casa_de_banho,synonym
vidrar,corredor,synonym
vidrar,casal,synonym
vidrar,casal,synonym
vidrar,casal,synonym
vidrar,casal,synonym
apresentação,país,synonym
apresentação,país,synonym
apresentação,serviço_de_quarto,synonym
onico,país,synonym
onico,país,synonym
onico,serviço_de_quarto,synonym
cartão,horário,synonym
cartão,horário,synonym
cartão,horário,synonym
cartão,horário,synonym
cartão,horário,synonym
cartão,horário,synonym
hall,igreja,synonym
hall,lavanderia,synonym
hall,lavanderia,synonym
hall,lavanderia,synonym
hall,lavanderia,synonym
hall,lavanderia,synonym
cigarrar,casal,synonym
cigarrar,casa_de_banho,synonym
cigarrar,corredor,synonym
cigarrar,casal,synonym
cigarrar,casal,synonym
cigarrar,casal,synonym
cigarrar,casal,synonym
aconselhar,país,synonym
aconselhar,país,synonym
aconselhar,turista,synonym
espetáculo,país,synonym
espetáculo,país,synonym
espetáculo,turista,synonym
corredor,colchão,synonym
corredor,corredor,synonym
acomodação,acomodação,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
acomodação,hotel,synonym
confortável,serviço_de_quarto,synonym
confortável,lavanderia,synonym
confortável,lavanderia,synonym
confortável,lavanderia,synonym
confortável,lavanderia,synonym
confortável,lavanderia,synonym
m,país,synonym
m,país,synonym
m,igreja,synonym
m,lavanderia,synonym
m,lavanderia,synonym
m,lavanderia,synonym
m,lavanderia,synonym
m,lavanderia,synonym
proxema,país,synonym
proxema,país,synonym
proxema,igreja,synonym
proxema,turista,synonym
salão,serviço_de_limpeza,synonym
salão,serviço_de_quarto,synonym
salão,lavanderia,synonym
salão,lavanderia,synonym
salão,lavanderia,synonym
salão,lavanderia,synonym
salão,lavanderia,synonym
beleza,país,synonym
beleza,país,synonym
beleza,serviço_de_quarto,synonym
beleza,turista,synonym
atração,país,synonym
atração,país,synonym
atração,igreja,synonym
atração,turista,synonym
televisão,travesseiro,synonym
televisão,banheira,synonym
televisão,casa_de_banho,synonym
televisão,suíte,synonym
preferir,cidade,synonym
preferir,cidade,synonym
preferir,museu,synonym
preferir,igreja,synonym
preferir,parque,synonym
novo,lavanderia,synonym
novo,lavanderia,synonym
novo,lavanderia,synonym
novo,lavanderia,synonym
novo,lavanderia,synonym
cobrança,horário,synonym
cobrança,horário,synonym
cobrança,horário,synonym
cobrança,horário,synonym
cobrança,horário,synonym
cobrança,horário,synonym
classificação,país,synonym
classificação,país,synonym
classificação,serviço_de_limpeza,synonym
classificação,serviço_de_quarto,synonym
u$,horário,synonym
u$,horário,synonym
u$,horário,synonym
u$,horário,synonym
u$,horário,synonym
u$,horário,synonym
telefonar,horário,synonym
telefonar,horário,synonym
telefonar,horário,synonym
telefonar,horário,synonym
telefonar,horário,synonym
telefonar,horário,synonym
ar,colchão,synonym
ar,toalha,synonym
central,cidade,synonym
central,cidade,synonym
central,facilidade,synonym
central,museu,synonym
central,igreja,synonym
central,teatro,synonym
central,facilidade,synonym
central,facilidade,synonym
central,facilidade,synonym
central,facilidade,synonym
central,facilidade,synonym
central,facilidade,synonym
central,facilidade,synonym
central,jardim,synonym
maio,país,synonym
maio,país,synonym
situação,horário,synonym
situação,horário,synonym
situação,horário,synonym
situação,horário,synonym
situação,horário,synonym
situação,horário,synonym
negócio,país,synonym
negócio,país,synonym
negócio,turista,synonym
safar,país,synonym
safar,país,synonym
safar,igreja,synonym
safar,lavanderia,synonym
safar,lavanderia,synonym
safar,lavanderia,synonym
safar,lavanderia,synonym
safar,lavanderia,synonym
par,cidade,synonym
par,cidade,synonym
par,museu,synonym
par,igreja,synonym
par,turista,synonym
calor,corredor,synonym
doce,serviço_de_limpeza,synonym
doce,lavanderia,synonym
doce,lavanderia,synonym
doce,lavanderia,synonym
doce,lavanderia,synonym
doce,lavanderia,synonym
cadeira,travesseiro,synonym
cadeira,colchão,synonym
cadeira,toalha,synonym
cadeira,casa_de_banho,synonym
deslocamento,cidade,synonym
deslocamento,cidade,synonym
deslocamento,facilidade,synonym
deslocamento,museu,synonym
deslocamento,igreja,synonym
deslocamento,teatro,synonym
deslocamento,facilidade,synonym
deslocamento,facilidade,synonym
deslocamento,facilidade,synonym
deslocamento,facilidade,synonym
deslocamento,facilidade,synonym
deslocamento,facilidade,synonym
deslocamento,facilidade,synonym
deslocamento,turista,synonym
local,igreja,synonym
maquinar,serviço_de_limpeza,synonym
cardápio,serviço_de_limpeza,synonym
cardápio,serviço_de_quarto,synonym
cardápio,lavanderia,synonym
cardápio,lavanderia,synonym
cardápio,lavanderia,synonym
cardápio,lavanderia,synonym
cardápio,lavanderia,synonym
privacidade,casal,synonym
privacidade,travesseiro,synonym
privacidade,colchão,synonym
privacidade,banheira,synonym
privacidade,casa_de_banho,synonym
privacidade,casal,synonym
privacidade,casal,synonym
privacidade,casal,synonym
privacidade,casal,synonym
setembro,país,synonym
setembro,país,synonym
setembro,serviço_de_quarto,synonym
setembro,turista,synonym
distanciar,país,synonym
distanciar,país,synonym
distanciar,igreja,synonym
distanciar,turista,synonym
exemplo,serviço_de_quarto,synonym
isolamento,casal,synonym
isolamento,casa_de_banho,synonym
isolamento,casal,synonym
